abbrev,name
EEMC,Everest Engineering And Management College
EFB,Ecole Française De Belgrade
EFCB,EF College Break
EFSC,Eastern Florida State College
EGC,English Girls' College
EGC,English Girls College
EGCC,Eastern Gateway Community College
EHC,Emory and Henry College
EHMC,Executive Hotel Management College
EHWLC,"Ealing, Hammersmith and West London College"
EIC,Edinburgh International College
EICC,Eastern Iowa Community College
EICC,Eastern Iowa Community Colleges
EICCD,Eastern Iowa Community College District
EITC,Eastern Idaho Technical College
EITCF,Eastern Idaho Technical College Foundation
EKAC,Eastern Karbi Anglong College
EKC,Essendon Keilor College
ELAC,East Los Angeles College
ELMC,Eras Lucknow Medical College
ELPC,Emerging Leaders in Private Colleges
ELTC,English Language Training College
EMCC,Eastern Maine Community College
EMCC,Estrella Mountain Community College
EMCC,East Mississippi Community College
EMCVPA,Edna Manley College of the Visual and Performing Arts
EMCVPA,Edna Manley College of Visual and Performing Arts
EMTC,Eastern Maine Technical College
ENBC,European Nazarene Bible College
ENC,Eastern Nazarene College
ENDC,Estonian National Defence College
EOCC,Enterprise Ozark Community College
EOCC,Enterprise-Ozark Community College
EPCC,El Paso Community College
EPICC,Educational Pathways Into College Careers
ERC,Eleanor Roosevelt College
ESBC,Elaine Steven Beauty College
ESC,Empire State College
ESCB,Engineering Staff College Bangladesh
ESCC,Enterprise State Community College
ESDC,European Security and Defence College
ETBC,East Texas Baptist College
ETCW,Evangelical Theological College of Wales
EUC,Erasmus University College
EUCA,European University College Association
EVC,Evergreen Valley College
EVCC,Everett Community College
EVCC,Eastern Virginia Career College
EWC,Edward Waters College
EWC,Eastern Wyoming College
FABC,Faith Alive Bible College
FAC,Fine Arts College
FACAAI,Fellow American College of Allergy Asthma and Immunology
FACBS,Fellow Australian College of Biomedical Scientists
FACC,Florida Association of Community Colleges
FACC,Fellow American College of Cardiology
FACC,Fellow of the American College of Cardiology
FACCE,Fellow American College of Childbirth Educators
FACCP,Fellow American College of Chest Physicians
FACCS,Florida Association of Christian College and Schools
FACFAS,Fellowship of American College of Foot and Ankle Surgeons
FACFN,Fellowship status of the American College of Functional Neurology
FACMS,Fellow American College of Mohs Surgery
FACOEM,Fellow American College of Occupational and Environmental Medicine
FACOEM,Fellow of the American College of Occupational and
FACOI,Fellow of the American College of Osteopathic Internists
FACOP,Fellow of American College Of Physicians
FACPE,Fellow of the American College of Physician Executives
FACRRM,Fellowship of Australian College of Rural and Remote Medicine
FACRRM,Fellowship of the Australian College of Rural and Remote Medicine
FACRRM,Fellow of the Australian College of Rural and Remote Medicine
FACS,Fellow of the American College of Surgeons
FACTA,Florida Association of College Test Administrators
FAIL,Found Another Interesting Lesson
FAPSC,Florida Association of Postsecondary Schools and Colleges
FARC,Fine Arts Residential College
FBBC,Faith Baptist Bible College
FBBC,Faith Bapt Bible College
FBC,Fourah Bay College
FBCO,Fellow British College of Ophthalmic
FC,Fergusson College
FC,"Findlay, College"
FC,Florida College
FC,For in College
FCAA,Fordham College Alumni Association
FCAC,Fulbright College Advising Center
FCAC,Fraser Coast Anglican College
FCAS,Feinstein College of Arts and Sciences
FCAT,Fernandez College of Arts and Technology
FCB,Franke College of Business
FCBE,Fogelman College of Business and Economics
FCBS,Fulham College Boys’ School
FCC,Florida Christian College
FCC,Frederick Community College
FCC,Fresno City College
FCCA,Fowey Community College Association
FCCC,Faculty Council of Community Colleges
FCCJ,Florida Community College at Jacksonville
FCCP,Fellowof the College of Chest Physicians
FCCU,Florida Community College University
FCCU,Forman Christian College University
FCDD,Five College Dance Department
FCDN,Fitzwilliam College Data Network
FCE,Foundation for a College Education
FCEM,Fellowship of the College of Emergency Medicine
FCFJ,Fast College Fast Jobs
FCFL,Futaba College of Foreign Languages
FCFT,Festac College Festac Town
FCGA,Future College Golf Association
FCGP,Fiji College of General Practitioners
FCIC,Franciscan College of the Immaculate Conception
FCIM,Florida College of Integrative Medicine
FCIM,Florida College of Integrative Medicines
FCIM,Florida College of
FCLC,Fordham College at Lincoln Center
FCLS,Fordham College of Liberal Studies
FCOB,Fisher College of Business
FCOT,Farnborough College Of Technology
FCPC,First City Providential College
FCPC,Florida Council of Private Colleges
FCPS,Fellowship of College of Physicians and Surgeons
FCPS,Fellow of College of Physicians and Surgeons (Pakistan)
FCPS,for College of Physicians Surgeons
FCPS,Fellow of the College of Physicians and Surgeons
FCRAO,Five College Radio Astronomy Observatory
FCRCE,Fr Conceicao Rodrigues College of Engineering
FCRI,Forest College and Research Institute
FCRI,Fisheries College and Research Institute
FCSM,Fisher College of Science and Mathematics
FCST,Fenglin College of Science and Technology
FCTC,First Coast Technical College
FCTS,Florida College Transfer Scholarships
FCUC,First City University College
FCY,First College Year
FDMC,Francis Douglas Memorial College
FDTC,Florence–Darlington Technical College
FEC,Further Education College
FFDRCS,Fellow of the Faculty of Dentistry of the Royal College of Surgeons
FFLC,Fukuoka Foreign Language College
FGC,Florida Gateway College
FGCB,First Generation College Bound
FGCC,Feni Girls' Cadet College
FGCL,Federal Government College Lagos
FHCHS,Florida Hospital College of Health Sciences
FHEQ,Framework for Higher Education Qualifications
FIC,Fraser International College
FICCMO,Fellow of International College of Cranio Mandibular Orthopedics
FICD,Fellow International College of Dentists
FICMCH,Fellow of Indian College of Maternal and Child Health
FICS,Fellow of the International College of Surgeons
FITM,"Fitchburg State College, Massachusetts"
FJC,Fullerton Junior College
FJC,Florida Junior College
FJDC,Fatima Jinnah Dental College
FKC,Fellow of King's College
FKC,Fellow of Kings College
FKCC,Florida Keys Community College
FLAS,Foreign Language and Area Studies
FLC,Fort Lewis College
FLC,Folsom Lake College
FLCC,Finger Lakes Community College
FLCC,Finger Lakes Community College's
FMC,FINE Mortuary College
FMCC,Fulton Montgomery Community College
FMCC,Fulton–Montgomery Community College
FMNC,Fatima Mata National College
FNCT,Fukushima National College of Technology
FOBC,Friends Of Barefoot College
FOCUS,Friends of Overseas College and University Students
FPC,Franklin Pierce College
FPC,Frank Phillips College
FPCC,Fort Peck Community College
FPCP,Fellow of the Philippine College of Physicians
FPCP,Florida Prepaid College Plan
FPTC,Florida Panhandle Technical College
FRACMA,Fellow Royal Australian College of Medical Administrators
FRACP,Fellow of the Royal Australasian College of Physicians
FRACS,Royal Australasian College of Surgeons
FRACS,Fellow of Royal Australasian College of Surgeons
FRC,Feather River College
FRC,Franklin Residential College
FRCA,Fellowship of the Royal College of Anaesthetists
FRCA,Fellow Royal College of Anaesthetists
FRCC,Front Range Community College
FRCC,Front Range Community College's
FRCC,Fellow of the Royal College of Chiropractors
FRCF,First Responders College Fund
FRCN,Fellow of the Royal College of Nursing
FRCP,Fellow of Royal College of Physicians
FRCP,Fellow of the Royal College of Physicians
FRCR,Fellowship of Royal College of Radiology
FRCR,Fellow Royal College of Radiology
FRCR,Fellows of the Royal College of Radiologists
FRCS,Fellowship of the Royal Colleges of Surgeons
FSC,Florida Southern College
FSC,Farmingdale State College
FSCC,Fort Scott Community College
FSCJ,Florida State College at Jacksonville
FSRH,Faculty of Sexual and Reproductive Healthcare (Royal College of Obstetricians and Gynaecologists)
FTC,Five Towns College
FTCC,Fayetteville Technical Community College
FTCC,Fletcher Technical Community College
FTCC,Forsyth Tech Community College
FTCL,Fellow of Trinity College London
FTCR,Florida Tech College Radio
FTCU,Fair Trade Colleges and Universities
FTIC,First Time In College
FTSC,Fellow of the Tonic Sol-fa College
FUMC,Foundation University Medical College
FVTC,Fox Valley Technical College
FWBC,Fort Wayne Bible College
FYC,First Year College
GAC,Gustavus Adolphus College
GACE,Georgia Association of Colleges Employers
GACE,Georgia Association of Colleges and Employers
GACS,Georgia Association of College Stores
GAFCSC,Ghana Armed Forces Command and Staff College
GAPC,Governor Andres Pascual College
GAWC,Govt Aizawl West College
GBC,Great Basin College
GBC,Goldey Beacom College
GBCA,Global Business College of Australia
GBCC,Great Bay Community College
GBCN,Georgia Baptist College of Nursing
GBPEC,Govind Ballabh Pant Engineering College
GC,General College
GC,Georgetown College
GCAC,Georgia College Advising Corps
GCB,Glorified College Boys
GCC,Gloucester County College
GCC,Grove City College
GCC,Genesee Community College
GCC,Greenfield Community College
GCC,Glendale Community College
GCCA,Georgia College Counseling Association
GCCC,Garden City Community College
GCCC,Gulf Coast Community College
GCCCU,Greater Cincinnati Consortium of Colleges and Universities
GCCE,Government College of Commerce and Economics
GCCIS,Golisano College of Computing and Information Sciences
GCCK,"Garrison Cadet College, Kohat"
GCCN,Glendale Community College North
GCCS,"Government College of Commerce, Sargodha"
GCCU,Global Community College and University
GCD,Grace College of Divinity
GCD,Griffith College Dublin
GCE,Government College of Engineering
GCEB,Government College Of Education Bhandara
GCEC,Georgia College Early College
GCECT,Government College of Engineering and Ceramic Technology
GCEK,"Government College of Engineering, Kannur"
GCES,Gandaki College of Engineering and Science
GCET,Ghubaya College of Engineering Technology
GCET,Global College of Engineering and Technology
GCET,Galgotia's College of Engineering and Technology
GCEW,Gurgaon College of Engineering for Women
GCEW,Gurgaon College for Engineering for Women
GCIC,Global City Innovative College
GCMC,Greensboro College Middle College
GCMC,Graduate College Mentorship Certification
GCMP,Graduate College Mentorship Program
GCOEA,"Government College Of Engineering, Amravati"
GCRB,Glasgow Colleges Regional Board
GCRB,Glasgow Colleges' Regional Board
GCS,Glorious College Of Science
GCSA,Gordon College Student Association
GCSC,Gulf Coast State College
GCSM,Gordon College Student Ministries
GCSU,Georgia College & State University
GCT,Government College of Technology
GCTC,Gateway Community and Technical College
GCTE,Government College of Teacher Education
GCTE,Govt College of Teacher Education
GCU,Government College University
GCUF,Government College University Faisalabad (Pakistan)
GCUF,Government College University Faisalabad
GCWUF,Government College Women University Faisalabad
GDCT,Graduate Diploma in College Teaching
GDCW,Government Degree College for Women
GEC,Government Engineering College
GEC,Genesee Early College
GEC,Goa Engineering College
GECA,Gilroy Early College Academy
GECD,Government Engineering College Dahod
GECH,"Government Engineering College, Hassan"
GECI,Government Engineering College Idukki
GECN,Government Engineering College Nilokheri
GECR,Government Engineering College Rajkot
GECT,Government Engineering College Thrissur
GECT,Govt Engg College Trichur
GECT,"Government Engineering College, Thrissur"
GECW,Government Engineering College Wayanad
